Name,Rating,Difficulty,# of Reviews,Take Again %,id
Weighted,2.435416666666667,3.8333333333333335,96,20.604166666666668,0
Laura Kinnaman,3.6,3.4,10,60,2413629
Huayong Yong,5,2,4,100,2098831
Mark Theiling,2,5,1,-1,1938435
Kwun Cheung,4,2,1,-1,1952436
David Dreisbach,4,3,1,100,2099316
Tiziana Di Luccio,4,4,1,100,2670855
G J. Gonzalez,0,0,0,-1,1157062
James Shea,0,0,0,-1,2378088
